id,text,target
26292,"Breaking: Massive earthquake hits Nepal, leaving thousands trapped and in need of urgent aid. Stay tuned for updates on this developing crisis. #NepalQuake",1
26297,"Deadly earthquake strikes Indonesia, leaving homes shattered and lives lost. Devastating scenes as rescuers rush to save survivors #PrayForIndonesia",1
26299,"Heartbreaking scenes as devastating wildfires sweep through California, leaving homes destroyed and families displaced. Stay safe, everyone. #CaliforniaWildfires",1
26303,"Terrible news out of Nepal as devastating earthquake rocks the region, causing widespread destruction and loss of life. #NepalEarthquake",1
26310,"Breaking: Massive wildfire devastates Amazon rainforest, threatening biodiversity and indigenous communities. Urgent action needed to combat climate change. #AmazonFire",1
26311,"Witnessed chaos as a massive wildfire engulfed the hills outside of town today, sending residents fleeing for safety. Unbelievable scenes unfold.",1
26312,"Just witnessed the aftermath of a devastating earthquake in Japan. The destruction is heart-wrenching. Praying for all those affected. #JapanEarthquake",1
26314,"Breaking: Massive earthquake hits Japan, leaving widespread destruction and chaos in its wake. Thoughts and prayers for all those affected. #JapanEarthquake",1
26315,"NYC update: Just witnessed a massive fire near Times Square. Hoping everyone is safe and emergency services are on scene. #NYCfire",1
26317,"Tragic scenes unfold as deadly floods wreak havoc in Jakarta, leaving thousands displaced and in urgent need of assistance. #JakartaFloods",1
26322,"Heartbreaking scenes here in Japan as I witness the aftermath of a devastating earthquake. Thoughts are with those affected. #JapanEarthquake",1
26325,"Witnessed chaos downtown when the earthquake hit, buildings crumbling and people in panic. Stay safe, stay alert. #disaster #earthquake",1
26326,"Media coverage of the devastating earthquake in Indonesia is limited as news outlets struggle with satellite connection interruptions. #IndonesiaEarthquake",1
26328,"Breaking News: Hurricane devastates Bahamas, leaving widespread destruction and displacement. Sending thoughts and prayers to all those affected. #BahamasStrong",1
26329,"Devastating scene in Hiroshima as the earthquake aftermath unfolds amid the typhoon devastation. Thoughts and prayers to all affected. #Hiroshima #Earthquake #Typhoon",1
26335,"Breaking: Rescue efforts ongoing for stranded hikers in the Swiss Alps. Authorities working tirelessly to bring them to safety. #SwissAlps #RescueMission",1
26336,"Breaking: Coast Guard helicopters heroically rescued dozens stranded on rooftops in flooded Louisiana neighborhoods. #flood #LouisianaStrong",1
26337,"Incredible! C-130 lands in a stadium to rescue hostages in Iran in 1980 - a daring and unforgettable mission. #heroics #historylesson",1
26338,"Major earthquake strikes Tokyo, Japan. Buildings damaged, over 100 injured. Rescue efforts underway. Stay tuned for updates. #TokyoEarthquake",1
26339,"Unbelievable heroics as rescue mission saves hostages in daring stadium landing in Iran. Bravery personified #IranRescueMission",1
26340,"BREAKING: Russia announces it will no longer abide by the nuclear weapons ban of the Cold War era. Tensions rise as the world watches closely. #Russia #NuclearBan #BreakingNews",1
26342,"Heartbreaking scenes in Kerala as devastating floods continue to wreak havoc. Lack of aid and rescue efforts are exacerbating the crisis. #KeralaFloods",1
26344,"Incredible feat as a C-130 lands in a stadium to rescue hostages in Iran in 1980. Heroes in action! 🇮🇷🛩️ #IranHostageCrisis #C130Rescue",1
26345,"C-130 Hercules lands in stadium to rescue hostages in Iran, a daring operation in 1980 showcasing incredible courage and skill. #heroic #Iran",1
26348,"Incredible bravery as rescue helicopter pulls people from floodwaters in Houston. Heroes at work in the face of disaster. #HoustonStrong 🚁🌊",1
26354,"Update: Massive floods in Kerala, India have caused extensive damage and displaced thousands. Rescue efforts underway. Stay safe, #KeralaFloods #India",1
26356,"Heartbreaking scenes in Puerto Rico as Hurricane Maria leaves a trail of destruction. Lack of aid and swift action is a major concern for residents. #PuertoRico #HurricaneMaria",1
26358,"Dramatic footage shows Coast Guard rescuing stranded residents from rooftops as flood waters continue to rise in New Orleans. #disasterrelief",1
26361,"Devastating scenes in the wake of the earthquake in Portsdale. The locals are describing the aftermath as a test of their survival instincts. #PortsdaleEarthquake",1
26362,"Just witnessed the devastation caused by the volcanic eruption in Iceland. 😱 The landscape has been completely transformed. Stay safe, everyone! 🌋 #IcelandVolcano",1
26363,"Incredible resilience shown by residents trapped in the aftermath of the devastating earthquake in Nepal. Their strength and unity is truly inspiring. #NepalEarthquake #DisasterRecovery",1
26365,"🚨Incredible rescue operation! C-130 aircraft landed in a stadium to save hostages in Iran in 1980. Real-life heroics! 🙌 #history #rescue_ops",1
26369,"Heartbreaking scenes in #Portland as the wildfires continue to ravage the area. Devastating impact causing widespread destruction and displacement. #Wildfires #Oregon",1
26372,"No update on the rescue efforts in the flood-hit areas of Kerala #India. Praying for the safety of the affected families. #KeralaFloods #disasterrelief",1
26373,"Devastating news from Indonesia as the earthquake claims dozens of lives. Heartbreaking scenes of destruction and loss. #IndonesiaEarthquake",1
26374,"California Firefighters Save Dozens Trapped in Wildfire Blaze - Pacific Beacon News: Local heroes battle fierce flames to rescue residents. #rescue #wildfire",1
26375,"Breaking: Unrelenting floods leaving a trail of destruction in southern India. Thousands displaced as relief efforts intensify. #IndiaFloods",1
26376,"One year after the devastating earthquake in Nepal, survivors continue to struggle while waiting for the much-needed assistance. #NepalQuake",1
26380,"Incredible feat: C-130 lands in a stadium to save hostages in Iran #heroes #iranrescue",1
26382,"Incredible! C-130 Hercules lands in sports stadium to evacuate earthquake survivors in Japan. 🇯🇵🚁 #rescueoperation #JapanEarthquake #HEROES",1
26383,"Heartbreaking scenes unfolding in #Haiti after the devastating earthquake. The resilience of the Haitian people is truly inspiring in the face of such tragedy. #DisasterResponse",1
26384,"Just observed the devastating aftermath of the earthquake in Nepal. My heart goes out to all those affected by this tragedy. #NepalEarthquake",1
26386,"Just witnessed the devastation caused by the earthquake in Japan. Heartbreaking scenes all around. Stay strong, Japan. #earthquake #Japan",1
26388,"🌪️ Following the devastating earthquake in Greece, praying for everyone affected and hoping for a swift recovery. Stay safe, #GreeceStrong 🙏🇬🇷 #earthquake",1
26391,"TYPHOON MAKAN LIVE UPDATE: Latest NOAA tracking shows dangerous storm looping towards Philippines. Stay safe and informed! #TyphoonMakan",1
26394,"A devastating earthquake in Tokyo! The streets are in chaos, and people are in urgent need of help. #TokyoEarthquake #PrayForTokyo",1
26396,"Just witnessed the aftermath of the devastating earthquake in Indonesia. The destruction is overwhelming #PrayForIndonesia #EarthquakeEmergency",1
26397,"Just witnessed a devastating earthquake in Tokyo. Buildings crumbled, people scared. Sending thoughts and prayers to all affected. #TokyoEarthquake",1
26400,"Just witnessed the aftermath of a powerful earthquake in Tokyo, the devastation is heart-wrenching. Stay strong, Tokyo. #PrayForTokyo",1
26402,"Earthquake in California?? 🚨 Stay safe everyone! #CaliforniaEarthquake #SafetyFirst",1
26405,"Breaking: Tokyo officials conduct earthquake response drill to prepare for potential disasters. Stay tuned for updates. #Tokyo #disasterpreparedness",1
26406,"Stay safe during the earthquake aftermath in California! Let's help each other rebuild and recover from this natural disaster. #CaliforniaStrong",1
26407,"Heartbreaking scenes in Los Angeles as wildfires rage out of control, devastating homes and displacing thousands. Stay safe everyone! #LAfires",1
26415,"Just witnessed the devastating earthquake in Japan. The aftermath is heart-wrenching. Thoughts and prayers go out to all those affected. #JapanEarthquake",1
26416,"Witnessing the aftermath of the devastating earthquake in Mexico. Prayers for all affected 🙏 #MexicoEarthquake #PrayforMexico",1
