id,text,target
27009,"Get ready for a wild night at the beach bonfire party! 🔥 Free entry for all, BYOB. South Beach, 8pm. Let's make some memories! 🏖️ #BeachParty",0
27010,"Chaos on the dance floor is mesmerizing.",0
27012,"Hey @Mayhem_114, are you dancing the tango in Tokyo? #NewAdventures",0
27013,"Ever notice how Maria's laugh is so contagious? The difference is... her positivity brightens up the whole office. #WorkplaceVibes",0
27015,"Thrilling finish at the live musical performance last night! Encore after encore had the crowd buzzing. #MusicMagic🎶 🎸🎤",0
27018,"Exploring the city's hidden gems today had me feeling like a modern-day explorer. It's amazing what you can discover just around the corner! #adventure",0
27019,"#TBT to when we danced like nobody was watching in the pouring rain at the beach. 🌧️🌊 #Memories #BeachDance",0
27021,"Lost in the rhythm of Tokyo streets, dancing beneath neon lights, feeling alive with every step. #TokyoNights",0
27023,"Don't miss out on an exhilarating hike in the mountains! RETWEET, follow all who RT, and gain followers! Follow @hikinglover #FollowBack #GainWithUs",0
27024,"Exploring new eateries in the city brings a thrill. From hidden gems to trendy hotspots, each bite tells a delicious story. #Foodie #UrbanCuisine",0
27025,"Salute to the dedicated minds who bring art to life on the stage. Rest in power, creative spirits... 🎭 #TheaterHeroes #ArtisticLegacy",0
27026,"Laughter reigns in the thrilling rollercoaster that is 'Crazy Rich Asians.' A delightful escape to the opulent world of wealth and romance. 4* 🎥💰 #MovieNight",0
27027,"Tonight it's gonna be pure bliss at the rooftop party on Waterfront Avenue! Free entry with a text. Let's dance under the stars! 🌌💃 #NightLife",0
27030,"Seen many puzzled expressions about this show. I wanted drama but not soap opera. Can anyone explain the subtle distinction? #TVdilemma",0
27031,"Reflecting on the serene sunset at the crowded beach, feeling both solitude and a connection with nature as the waves gently kiss the shore. 🌅🌊 #natureonmymind",0
27032,"Feeling inspired. Creativity flowing freely with every stroke of the paintbrush. 🎨✨ #artisticvibes",0
27036,"Excited to check out the latest issue of #RAmag in my favorite coffee shop. Can't wait for the fashion inspiration and creative vibes! 🌟☕ #Fashionista #CoffeeLover",0
27037,"Feeling a mix of excitement and calmness as I plan my beach picnic. Choosing the perfect playlist before heading out to enjoy the waves and sunshine. 🏖️🎶 #picnicprep",0
27043,"Just had a blast at the roller skating rink with friends! So much fun zooming around to our favorite tunes 🕺🎶 #RollerSkatingJoy",0
27044,"Thrilling night at the art exhibition! Masterpieces unveiled, emotions stirred, and creativity igniting minds and souls. #ArtisticAwakening 🎨",0
27046,"Amidst chaos, I find solace in the yoga studio. As I flow through poses, the worries dissolve and peace fills the room. #Namaste 🧘‍♀️✨",0
27047,"That impromptu dance circle at the beach bonfire last night had us all feeling the vibes and grooving until dawn 🌅🔥 #GoodTimes",0
27048,"Just witnessed an intense dance battle in the heart of Times Square! Talk about passion and energy on full display. #danceoff #NYC",0
27051,"An ecstatic dance party! Have you ever witnessed pure joy at a music festival? #DiversityOfExperience",0
