id,text,target
24466,"Witnessed a devastating wildfire today. Flames were raging, smoke filled the air. Grateful for the brave firefighters battling this inferno. #wildfire #disaster",1
24472,"Heartbreaking scenes in Australia as wildfires ravage homes and wildlife. Praying for the safety of all affected by this devastating disaster. #AustraliaWildfires 🙏🔥",1
24476,"Disaster struck as I was cooking dinner and the stove caught on fire. Reacted quickly to prevent any serious harm. Stay safe, everyone! ?? #disasteraverted",1
24479,"Shocking scene in New York City as flooding from the storm reaches unprecedented levels. Stay safe everyone! #NYCFloods 🌊🚨",1
24487,"Inferno engulfed the city, Homestead reduced to ashes by raging wildfire. Evacuations underway, stay safe everyone. #HomesteadFire🔥",1
24488,"#Japan#naturaldisaster#BREAKINGNEWS: Tsunami hits Fukushima, devastating coastal towns. Stay safe and follow authorities' evacuation orders.",1
24490,"Just witnessed a devastating earthquake in #Tokyo, buildings crumbling, people in panic. My heart goes out to everyone affected. #PrayforTokyo",1
24491,"Witnessed a devastating earthquake in Tokyo today. Buildings crumbled, people in shock. Heartbreaking scenes. #PrayForTokyo #DisasterReporting",1
24496,"Tragic scene as earthquake hits Tokyo, leaving buildings in ruins and residents in shock. Rescue efforts underway. #TokyoEarthquake",1
24499,"Just witnessed the aftermath of a devastating earthquake in Japan. Emergency supplies are crucial in times like these. Stay safe, everyone. #JapanEarthquake",1
24503,"Covering the aftermath of the devastating earthquake in Nepal. The impact is heartbreaking, with communities destroyed and lives forever changed. #NepalEarthquake",1
24514,"The devastating floods in Mumbai have displaced thousands. Urgent action needed to help those affected! #PrayForMumbai #DisasterRelief",1
24517,"Breaking: Cargo ship en route to Australia encounters severe storm, crew sends distress signal as they battle rough seas. #BreakingNews #Disaster",1
24522,"Breaking: California officials are assessing the damage after a devastating wildfire forced evacuations and destroyed homes in the Sierra Nevada region. Highway 50 remains closed. #CaliforniaWildfire #StaySafe",1
24523,"Urgent: Crisis in Miami! Resources available for Spanish-speaking families affected by flooding. Contact @MiamiRelief for help! #MiamiStrong",1
