id,text,target,questionable_label
19,#Flood in Bago Myanmar #We arrived Bago,1,0
660,Suspect in latest theater attack had psychological issues http://t.co/3huhZxliiG,1,1
1724,@DougMartin17 Fireman Ed runs into burning buildings while others are running out Doug he deserves your respect??????,1,0
2443,#TheDoolingGroup 2 injured when 2 school buses collide - åÊ #BREAKING: School bus slams into school bus in Bordento... http://t.co/YQHfio9XQm,1,0
3494,.@unsuckdcmetro Is the train half-derailed or half-railed? #deepthoughts,1,0
3523,CHICAGO FD STILL &amp; BOX ALARM/EMS PLAN I 61ST &amp; CALUMET FOR THE EL TRAIN DERAILMENT CINS/TG,1,0
3905,(#LosDelSonido) Obama Declares Disaster for Typhoon-Devastated Saipan: Obama signs disaster declaration for Northern Ma...  (#IvanBerroa),1,0
4140,Thought it was a drought @_ASHJ? http://t.co/V4Br5gjMIY,1,0
4882,Kendall Jenner and Nick Jonas Are Dating and the World Might Quite Literally Explode http://t.co/pfvzVPxQGr,1,1
5160,Investigators shift focus to cause of fatal Waimate fire http://t.co/GoeTJGIhOp,1,0
5704,Typhoon Soudelor approaches after 7 killed 2 missing in floods in PhilippinesÛ_ http://t.co/8rDXcfgQEm #Typhoon,1,0
5784,Firefighting consumes Forest Service budget sparks political clash: Forest Service report cites increasing cost ofÛ_ http://t.co/lSWsitnkuk,1,1
6060,NOT.. Ready for this heat wave .. I don't want the sun to come back out.. I'm enjoying this break of cooler temps..,1,1
6156,Criminals Who Hijack Lorries And Buses Arrested In Enugu: According to the Nigerian Police Force... http://t.co/FfKcj8pfj2 Via @Music212,1,1
6903,Kach was a group to which belonged Baruch Goldstein a mass murderer who in 1994 shot and killed 29 PalestinianÛ_ http://t.co/bXGNQ57xvb,1,0
6918,Hey #movietheatre mass murderer wanna-be we don't play that shit in the #615!,1,0
8880,I get to smoke my shit in peace,1,1
9162,Suicide bomber 'hits Saudi mosque' http://t.co/kE6DjxAnmm,1,0
9403,#coppednews Haunting memories drawn by survivors http://t.co/Wx11d69gEZ,1,0
9961,@helene_yancey GodsLove &amp; #thankU my sister Helene for RT of NEW VIDEO http://t.co/cybKsXHF7d The Coming Apocalyptic US Earthquake &amp; Tsunami,1,0
