id,text,target,questionable_label,notes
209,#Horrible #Accident Man Died In Wings Airplane (29-07-2015) #WatchTheVideo http://t.co/p64xRVgJIk,1,0,
2173,Learning from the Legacy of a Catastrophic Eruption http://t.co/25sY9Y295L via @newyorker,1,2,possible historic reference
2833,Now on #ComDev #Asia: Radio stations in #Bangladesh broadcasting #programs ?to address the upcoming cyclone #komen http://t.co/iOVr4yMLKp,1,0,
3117,The debris found on Reunion Island was from flight #MH370. The mystery behind that plane disappearance could be better than any novel.,1,0,
3368,No civilian population ever deserves demolition may we never forget &amp; learn from our mistakes #Hiroshima,1,2,possible historic reference
3470,@stury Note there were no passengers on board when the train derailed this morning.,1,0,
3535,http://t.co/BAGEF9lFGT 25 killed 50 injured in Madhya Pradesh twin train derailment http://t.co/bVxqA3Kfrx,1,0,
4049,#Myanmar  Displaced #Rohingya at #Sittwe point of no return http://t.co/cgf61fPmR0  #Prison like conditions #genocide IHHen MSF Refugees,1,0,
4381,M1.57 [01:11 UTC]?3km NNW of Lake Henshaw California. http://t.co/f9KQksoSw3,1,2,location and keyword probably resolve ambiguity
4391,Earthquake drill ??,1,0,
4569,City of Calgary activates Municipal Emergency Plan - 660 NEWS http://t.co/KFBjVJiVQB http://t.co/BN7Xpzqdm0,1,0,
4720,Firefigthers Evacuate from Northampton Township House Fire http://t.co/hPplD1jHtZ,1,0,
5371,'An 18-wheeler came along and struck the fire truck spinning it around 180 degrees and causing it to roll over' http://t.co/kmPfhGlhoo,1,0,
6828,I WAS PEACEFULLY SITTING IN MY ROOM AND I HEARD THIS LOUD BANG OF SOMETHING FALLING,1,0,
6852,@ColdMpress You up to commiting mass murder tonight?,1,0,
7611,Pandemonium use to be my fav cd ?? I had to get it http://t.co/6WhUgaeM3C,1,1,talking about a CD not a disaster
7642,Pandemonium In Aba As Woman Delivers Baby Without FaceåÊ(Photos) http://t.co/bM0SXzbNKE,1,0,
9916,@canagal Good to hear it's back.. that storm's been given you guys trouble though :( ^SJ,1,0,
10330,That day remember the nuclear weapon power......Hiroshima 70th,1,2,possible historic reference
10760,Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/LjylxZ1fBi,1,0,
