id,text,target,questionable_label
469,@paddytomlinson1 ARMAGEDDON,0,2
726,@envw98 @NickCoCoFree @JulieDiCaro @jdabe80 Why am I the worst person? Questioning how julie attacked him?  Do you guys have no empathy?,0,2
1052,It's not a cute dinner date Til cams nose starts bleeding,0,2
1072,@ColoicCarnality You were bleeding my instincts kicked in. *She looks away and scratches the back of her head*,0,2
2203,Excited not only about the next 6 years of school and ensuing student debt but also catastrophic climate change in my lifetime  :D ??,0,2
2773,It was past curfew and we were at the Grove,0,2
2864,It's crazy how a phone can do so much damage to a person,0,2
4152,Little gecko chillin' in my garden! I ended up helping him out I suspected he might drown!Û_ https://t.co/wXeLa91juh,0,2
4224,@_itsdanie_ noooo?? I almost drowned you once tho :)))),0,2
4442,But the sea would..electrocute us all.,0,2
4984,@AminESPN Mencius tears are worse correct? Takes the explosion n more pain day to day right?,0,2
5038,WFTV Eyewitness News: TN school psychologist arrested in Florida on child porn charges http://t.co/lgGLf5yrMe,0,2
5684,Download @ iTunes http://t.co/ocojPPnRh1 'Floods Of Glory' by Luiz Santos #jazz #art #Music,0,2
5827,Kevin Tan says hail to the chefs - Û_ and Green Pastures which features sustainable and organic cooking.... http://t.co/D9xVuvp9s6,0,2
6146,REVEALED: Everton hijack United bid for 14-year-old WONDERKID! - http://t.co/nb1E7mNcE5,0,2
9965,I'm at Baan Thai / Tsunami Sushi in Washington DC https://t.co/Udp10FRXrL,0,2
10010,Want Twister Tickets AND A CHANCE AT A VIP EXPERIENCE To See SHANIA!!! CLICK HERE: http://t.co/964dk4rwwe,0,2
10114,Series finale of #TheGame :( It survived so much upheaval but the audience got so much good story.,0,2
10124,A look at state actions a year after Ferguson's upheaval http://t.co/TBQsqtmqV4,0,2
10234,@songhey89 well I'm also gay but girls like some too. So.  I predict tsunami &amp; volcano &amp; earthquakes. A gift from God? Am Christian but,0,2
