id,text,target,questionable_label,notes
484,#Christians United for #Israel (#CUFI): Jews should convert soon or die by armageddon https://t.co/4aRWwRZPsr #US http://t.co/mkJQ9yfMP8,0,0,
552,Add Familia to the arson squad.,0,0,
761,Beautiful Sweet Avalanche Faith and Akito roses with lots of frothy gyp. http://t.co/RaqUpzFkJY #weddinghour http://t.co/quNxocXCgA,0,0,
781,Paul Rudd Emile Hirsch David Gordon Green 'Prince Avalanche' Q&amp;A | Filmmakers at Google http://t.co/e4QonKzndZ  #entretenimento #Video,0,0,
1213,@Blizzard_draco @LoneWolffur also me please I would very much like a link,0,0,
1383,# handbags Genuine Mulberry Antony Cross Body Messenger Bag Dark Oak Soft Buffalo Leather:  å£279.00End Date: W... http://t.co/FTM4RKl8mN,0,0,
1420,?? New Ladies Shoulder Tote #Handbag Faux Leather Hobo Purse Cross Body Bag #Womens http://t.co/zujwUiomb3 http://t.co/CJqq6cgohg,0,0,
1611,Ladies here's how to recover from a #date you totally BOMBED... according to men http://t.co/c5GGSZUGw1 http://t.co/2PiMg9BIcE,0,0,
1719,A Marshall Plan for the United States by Dambisa Moyo via @ProSyn #oped http://t.co/l5g2zJ3kgG via @po_st,0,0,
2933,@TurnedonFetaboo @HSjb215 Check out this #rockin preview of @ClaytonBryant Danger Zone Coming soon! https://t.co/E1wrVyZFKV #ArtistsUnited,0,0,
3609,I rated The Hobbit: The Desolation of Smaug (2013) 7/10  #IMDb http://t.co/dJDeWd13wR,0,0,
6535,nflexpertpicks: Michael Floyd's hand injury shouldn't devalue his fantasy stock: Michael Floyd's damaged digits won... Û_,0,0,
6962,Bad day,0,0,
7228,@ConnorFranta #AskConnor if you were a natural disaster what would you be?,0,0,
7718,@Adumbbb oh that's not too bad then haha. I would've been panicking tho.,0,0,
7939,@NathanFillion Hardly! ??,0,0,
9023,I should have known better than to think I'd get anything done after a 2 hour capoeira class. Stretcher-bearer!,0,0,
9338,If I survive I'll see you tomorrow,0,0,
9910,19 Things You'll Understand If You Have Trouble Talking to People http://t.co/sHaZNLMsFE,0,0,
10708,I'm an emotional wreck right now.,0,0,
