id,text,target,questionable_label,notes
455,RT @Ophiuchus2613: #Love #TrueLove #romance lith  #Voodoo #seduction #Astrology #RTRRT #LOTZ 9-11 #apocalypse #Armageddon #1008plaÛ_,0,0,
1183,@Blizzard_draco GIVE ME FREE ART KAMON,0,0,
1888,Kanger coils - burning out fast? via /r/Vaping101 http://t.co/cykr4XAlUH,0,0,
2770,Her curfew will start right after her private class ends. Tutor must a woman preferably someone over 50.,0,0,
3181,The #Bible sometimes backs up the truck and unloads a descriptive deluge of indecency on us. @chuckswindoll explains why on @iflcanada next.,0,0,
3400,San Jose: Demolition of Willow Glen Trestle put off while legal battles continue http://t.co/t4AXZ7Kc3S,0,0,
4171,@jasminehuerta24 I hope you drown ??,0,0,
4366,@AGeekyFangirl14 's things she looks in a significant other: 1. Beautiful eyes. 2. Humor. 3. Farts that creates an earthquake.  ????????,0,0,
4601,Join the Providence Health &amp; Services team! See our latest #Nursing #job opening here: http://t.co/i3hZemlDpU #Torrance CA #Hiring,0,0,
5902,If anything happens I will fucking fly 2 MetLife which is 3 hours away from me&amp;beat d crap out of any1 who tries 2 harm d boys #OTRATMETLIFE,0,0,
6141,0-day bug in fully patched OS X comes under active exploit to hijack Macs http://t.co/sbGiRvQvzb,0,0,
6233,How to Remove Softenza Hijacker? Softenza Anthelmintic Nature book Drawing out Help SEA,0,0,
6430,Mr. T stopped wearing gold chains in 2005 because he thought it would be an insult to the people who lost everything after Hurricane Katrina,0,0,
7410,WACKOES like #MicheleBachman predict the WORLD will SOON be OBLITERATED by a burning firey INFERNO but can't accept #GlobalWarming!! HELLO!!,0,0,
8138,Angry Mistrustful Rescued Elephant Finds Peace and Friendship in Her New Home (PHOTOS) http://t.co/VaUnPS6WJa via @OneGreenPlanet,0,0,
8677,Sinkhole Selfies: You Wont Believe What's In The Brooklyn Sinkhole!: Sinkhole Sel... http://t.co/OYY9MGW7HN @hinterestin #funny,0,0,
8750,Lol '@j2bone: *cousin ' @Foxy__Siren: Coursing* '@WEYREY_gidi: Now they are causing Di Maria.. LOL'',0,0,
8955,RT @tonyhsieh: 'The person who dances with you in the rain will most likely walk with you in the storm.' -Anonymous,0,0,
8983,Happy birthday @lesley_mariiee ?? I miss you so much &amp; i hope you have a great birthday!!????,0,0,
9907,@brookesddl I am traumatised the lil shit nearly hopped in the bloody shower with me,0,0,
