id,text,target,questionable_label,notes
450,ouvindo Peace Love &amp; Armageddon,0,0,
864,FedEx no longer will transport bioterror germs http://t.co/SHrhkfj1bC via @usatoday,0,0,
1226,Someone walk with me to DQ ?? I wanna Butterfinger Blizzard so bad??,0,0,
2655,@kuualohax more like you love your husband but you're posting another man for your man crush Monday's lol,0,0,
2777,@Reddakushgodd she said a few months. But I get a curfew for out time smfh,0,0,
2959,remember that time goku gave life to a dead birb what the hell goku,0,0,
3380,@Demolition_d best grill u fkn pleb,0,0,
3666,#YIAYplan Use my awesome collection of Amiibos to destroy all in my path.,0,0,
4413,The Sea Will Electrocute Us All ??,0,0,
5531,Conklin being flattened. Shuffled feet instead of kick slide. Didn't get hands up into chest. http://t.co/67TjN9EgyK,0,0,
5919,@wowsavannah what's the harm?? they're collectibles,0,0,
5961,Freak accident? Sure. Looking for someone to blame? Maybe. Remember that player broke his leg cuz cart was at back of end zone? Common sense,0,0,
6245,#hot  Funtenna: hijacking computers to send data as sound waves [Black Hat 2015] http://t.co/s4PNIhJQX7 #prebreak #best,0,0,
7058,@nashhmu have a meltdown he noticed you,0,0,
7242,What Natural Disaster Are You When You Get Angry? http://t.co/O9DzgZqEMf,0,0,
7634,My workplace is going to be pandemonium when the season starts ??,0,0,
7711,idm if you burn the whole gotham city bcs I'm just gonna laugh at everyone while theyre panicking.,0,0,
8061,Don't Panik! #KelbyTomlinson to the rescue! http://t.co/hujvgsFLUs,0,0,
9006,NO WAYS!!! A video for 'Stretcher'?!  @Ofentse_Tsie,0,0,
9252,So if I capsize on your thighs high tide B-5 you sunk my battleship &gt;,0,0,
