id,text,target,questionable_label,notes
341,@thatdes ok i wasn't completely forthright i may have also been in a food coma bc of the kebab/tahini/pickles i also annihilated w/fries,0,0,
468,@AberdeenFC @AberdeenFanPage  Good luck to the ?????? tomorrow night  Get some coefficient points plz @Armageddon????,0,0,
1263,Man . somebody gotta stop Sbee dude too fuckin funny blood,0,0,
3190,Only SHADOWMAN can save the Big Easy from a deluge of supernatural monstrosities... Read free: http://t.co/TBpQlYfYoT http://t.co/hDcKePosqc,0,0,
4156,#NowPlaying Porcupine Tree - Drown With Me (Live) #Listen #Live at http://t.co/iyLVzy3Cob,0,0,
4384,#USGS M 1.4 - 4km E of Interlaken California: Time2015-08-06 00:52:25 UTC2015-08-05 17:52:25 -07:00 at ep... http://t.co/zqrcptLrUM #SM,0,0,
4498,A whistleblower lawsuit accuses that supervisor of sleeping on the job more than once according to officials.  http://t.co/IPwySnik0G,0,0,
4734,Jay and alexis broke up there goes all your faith and goals people... evacuate yourself,0,0,
5621,@adorableappple No reported flooding po in the area. Ten-4. #mmda,0,0,
5822,@Flow397 Coming atcha from Boston. Had golfball sized hail yesterday sunny amazing skies today! #ParkChat,0,0,
6575,Enter the world of extreme diving ÛÓ 9 stories up and into the Volga River http://t.co/7adqV1gRVR,0,0,
6579,Enter the world of extreme diving ÛÓ 9 stories up and into the Volga River http://t.co/vz19VvgMnv,0,0,
7188,#BakeOffFriends #GBBO 'The one with the mudslide and the guy with the hat',0,0,
7459,@AuntieDote @RioSlade @Locke_Wiggins @akarb74 Not if one side is set on obliteration of govt and the other on fixing it. That's too far,0,0,
7649,Drake spokes rep for the raptors.Beg to differ the other night when shots rang out at Musik wasn't a goodlook.Running in panic no fun,0,0,
8425,@SunderCR two hours of Sandstorm remixes. All merged together. No between-song silence.,0,0,
8503,@BizzleMahomie SCREAMING,0,0,
9080,@sabcnewsroom sabotage!I rule out structural failure,0,0,
9368,[+]  Such a lonely day And it's mine It's a day that I'm glad I survived ...  ??,0,0,
10126,Tt kettlebell upheaval blueprint over chris lopez hindsight: JhmNYe,0,0,
