id,text,target,questionable_label
49,We always try to bring the heavy. #metal #RT http://t.co/YAo1e0xngw,0,2
57,Ablaze for you Lord :D,0,2
1123,Ye did the same thing to Big Sean and he still blew up,0,2
1501,US Û÷Institute Of PeaceÛª Chairman Wants Russian Body Bags http://t.co/owbUjez3q4,0,2
1886,@JohnsonTionne except idk them?? it's really burning ??????,0,2
2026,@LasVegasLocally @VitalVegas They reined it in to 3 drinks each for 2 people but only on account of too many falling-off-stool casualties!,0,2
2245,@laevantine Fortunately I reworked the plumbing on my emergency chemical shower to draw from the glitter pipe for just such an occasion,0,2
3182,Audio: 16 Business Owners Share What They Would Do Differently Pt1 http://t.co/9uTqe9ZfDE,0,2
4296,I feel like I'm drowning inside my own body!!,0,2
4557,Nieces these are especially good for you with the kids.  Megan Swanger Ruthann McCormick Daisy Henley... http://t.co/Dl60JA06TW,0,2
5760,Tales of the #trees #deep water loving #Lake Tahoe. And no #forest fires https://t.co/xuhMJ098Lq,0,2
5934,Politicians are using false allegations to attack #PlannedParenthood &amp; harm women. We aren't fooled we #StandwithPP http://t.co/eqDm2OpYbG,0,2
6804,Ercjmnea: Breaking news! Unconfirmed! I just heard a loud bang nearby. in what appears to be a blast of wind from my neighbour's ass.,0,2
7044,#NoSurrender Results: Full Metal Mayhem World Title Match Bully Ray Taken Out A Career Comes To An End and More! http://t.co/XEHwmsH7Lv,0,2
7073,CommoditiesåÊAre Crashing Like It's 2008 All Over Again http://t.co/nJD1N5TxXe via @business,0,2
7331,US Energy Department Offers $40Mln for New Nuclear Reactor Designs / Sputnik International http://t.co/0DxVZ7fDh3,0,2
8547,*screams in 25 different languages*,0,2
8705,Currency transgress before payday-prison ward sinking-fund payment unsecured loan: jBUmZQpK,0,2
9872,America like South Africa is a traumatised sick country - in different ways of course - but still messed up.,0,2
10144,August 5: Your daily horoscope: A relationship upheaval over the next few months may be disruptive but in the ... http://t.co/gk4uNPZNhN,0,2
