id,text,target,questionable_label,notes
41,Do you like pasta?,0,0,
1182,New print available on http://t.co/ucy5fEA9yu! - 'Waiting Too Long' by Pamela Blizzard - http://t.co/dnwwo1YbRK,0,0,
1538,HALSEY AND TROYE COLLAB WOULD BE BOMB,0,0,
2204,Pretty much every time the audio dies on an audio stream for a baseball game I assume catastrophic nuclear attack.,0,0,
2285,Photographer Brian Ruebs endures 4500-feet climb to capture bride and groom http://t.co/JXhAZEBNQK,0,0,
2465,Mind blown by @GlassAnimals slithering viscous Gold Mine (cover of Yeah Yeah Yeahs + Erykah Badu)Û_ http://t.co/7Zb9gm5z0h,0,0,
2531,Anti Collision Rear- #innovation #gadgets http://t.co/SXQTydUvUL,0,0,
4314,Dust devil maintenance fee - buy up la rotary storm guard: UVoPWZ,0,0,
4524,Emergency root canal!! #tookitlikeaman #lovemydentist #sore,0,0,
5256,I added a video to a @YouTube playlist http://t.co/O7QOgmOegU S@X 109 - SWS | Fatality (Captain Falcon) Vs. Snow (Fox) SSB4 Losers,0,0,
6694,*nominates self but @_ohhsehuns wins by a landslide* https://t.co/rCvDrwoWvO,0,0,
7024,@RaynbowAffair Editor In Chief @DiamondKesawn Releases Issue #7 http://t.co/RPnEAJ6fOD of #RAmag. #Fashion #Models and #Mayhem,0,0,
7788,3 Options To Fix Your Facebook Cover Violation http://t.co/pF8dXwIbDp and Keep the #Facebook Police away. #socialmedia #strategy,0,0,
8216,Stuart Broad Takes Eight Before Joe Root Runs Riot Against Aussies: Stuart Broad took career-best figures of 8... http://t.co/zGSJWXdrCM,0,0,
8267,Still rioting in to Gmail...,0,0,
8551,*screams* http://t.co/PU7C4Hhbxj,0,0,
8996,@Stretcher @invalid @Grazed @Rexyy @Towel I see the programme (:,0,0,
9594,thunder is legit,0,0,
10173,Violent Forces Radio: Now Playing Agony - Storm of the apocalypse TuneIn Player @ http://t.co/XsSgEdSbH4,0,0,
10669,It is not always friendship when kisses show up neither is it always enemity that shows up when wounds show up. #BishopFred,0,0,
