id,text,target,questionable_label,notes
312,You must be annihilated!,0,0,
314,BOOM! Your country was just entirely annihilated by a hÛ_ ÛÓ Britain https://t.co/IrFCn71sZv,0,0,
621,who makes these? http://t.co/28t3NWHdKy,0,0,
1866,I PUT MY CHICKEN NUGGETS IN THE MICROWAVE FOR 5 MINUTES INTEAD OF 1 ON ACCIDENT AND THEY FUCKING BURNED,0,0,
2621,@johndcgow heard this few days ago while driving and near crashed the car from laughing to much,0,0,
2956,i miss my longer hair..but it was so dead anyways it wasn't even hair,0,0,
3815,Apollo Brown - 'Detonate' f. M.O.P. | http://t.co/H1xiGcEn7F,0,0,
3848,Ignition Knock (Detonation) Sensor-Senso Standard fits 03-08 Mazda 6 3.0L-V6 http://t.co/c8UXkIzwM6 http://t.co/SNxgH9R16u,0,0,
4424,Why does my phone electrocute me when it's charging,0,0,
4670,Do you feel engulfed with low self-image? Take the quiz: http://t.co/ykVsttvDWo http://t.co/IFQQpUr99X,0,0,
4690,Why are you engulfed by low self-image? Take the quiz: http://t.co/I9dSPDKrUK http://t.co/NEp5aZwKNA,0,0,
5687,I hope it rains throughout the whole weekend I hope it floods and the portaloos become sentient.,0,0,
7416,We destroyed the #Zimmerman fan club on Twitter @rzimmermanjr and we obliterated Renewsit reduced her to a sock acc. http://t.co/ybshleIE3p,0,0,
7758,Vinnie Jones goes on the beat with Northumbria Police http://t.co/UP30AQgnLf,0,0,
8556,He hit a tailor fucking made double play and Kay screams he was robbed of a hit.,0,0,
9268,#ArrestpastorNganga it so worrying 2 see how some police officers in Kenya have sunk to low to the point of collaborating with pick pockets,0,0,
9691,Marley Brinx gives a striptease and then spreads her legs for a pussy pounding http://t.co/qew4c5M1xd View and download video,0,0,
9857,What happens to us as sexual trauma #survivors defines us as much as we agree with the perpetrators who hurt us.,0,0,
10146,Lyf needs quality and a certain sense of security. Being with a person you can't trust can only cause stress and emotional upheaval.,0,0,
10813,@__ohhmyjoshh @stevenrulles he not gonna be thinking that when he gets his shit wrecked on the first day of school ??,0,0,
