id,text,target
20486,"Excitement builds as the curtain rises on the apocalypse #openingnight ?",0
20487,"Fiona reads tarot: '@FionaMystic: Brace yourselves, a storm is coming. #TarotReadings'",0
20489,"Unforeseen events unfolded at the charity gala in NYC last night, causing chaos. My heart goes out to all affected by the tragedy. #NYCdisaster",0
20492,"@CentralCityPD Lights are out in the emergency room! Quite the spectacle! How do you find the jokers who run this hospital? #EmergencyFail",0
20493,"***LIVE UPDATE*** #BreakingNews - Massive fire engulfing downtown district. Stay tuned for more details. #disaster #emergency",0
20495,"Fantastic performance by the Marshallese in the solo dance competition. Best of luck to the Fijians in the team event tomorrow. Catastrophe, huh... ?? #writerslife #fictionaldisasters",0
20496,"Witnessed a volcanic eruption in Hawaii today, nature's raw power is both awe-inspiring and terrifying. Stay safe everyone. #Hawaii #volcano",0
20498,"The Book Club is my choice for best discussion group. #BookClubbers",0
20499,"In my latest story, the archaeological dig in Egypt revealed ancient secrets that changed everything. #amwriting #fiction #discovery",0
20501,"Watching the chaos unfold at the city square, sirens blaring and people screaming; my heart races as the disaster unfolds before my eyes. #writing",0
20502,"Witnessing the chaos unfold at the opera house, the crowd panicked and fled in all directions. Praying for everyone's safety. #disaster #fiction",0
20503,"The ballet performance at Lincoln Center was mesmerizing. #ballet #LincolnCenter",0
20504,"The sight of millions of fireflies illuminating the dark forest was the most enchanting moment I've ever witnessed in nature. #magicalnight ✨🌌",0
20506,"Embark on a quest for survival in the heart of the jungle. Uncover hidden treasures and conquer the wild! Join me with code: JGKSRDBP 💎🌿 #adventure",0
20512,"Support #Gamers vs #Streamers in the championship round of the @esports #FanChampionship. Who will take home the title? #esports #gaming",0
20514,"Witnessed chaos unfold at the bustling market today. Reminded me of the fragility of our existence. #amwriting #writerslife",0
20517,"Chaos erupted at the grand ball as the chandelier crashed to the ground, sending shards of crystal flying in every direction. #DisasterStrikes",0
20518,"Witnessing the chaos at the carnival was like a scene from a horror movie. Prayers for everyone affected. #CarnivalDisaster",0
20520,"Witnessed a colossal fire engulf the historic theater in the heart of the city. Devastating to see such destruction of cultural heritage. #CityTheaterFire",0
20521,"Witnessed a devastating wildfire while hiking in the mountains today. The destruction is heart-wrenching. Praying for safety and swift containment.",0
