id,text,target
20281,"CURRENTLY OCCURRING - FIREFIGHTERS BATTLING BLAZING INFERNO IN DOWNTOWN AREA. #emergencyservices #disasterresponse",0
20290,"What's the nearest hospital in Fiji for emergency medical care? Any locals have the info? #Emergency #Fiji #TravelSafety",0
20291,"@writer123 Observing the chaos at the music festival, it's shocking how event organizers failed to plan for an emergency evacuation. #DisasterManagement",0
20294,"Individuals who cut in line at a coffee shop during rush hour... I despise you. #etiquettefail #patienceiskey",0
20296,"The scene where Grace outsmarted the hackers was the most satisfying thing ever. She shut them down with pure skill and determination. #cybersecurity #thriller",0
20297,"The flames consumed the village, leaving nothing but ashes and despair in their wake. Justice will be served. #amwriting",0
20298,"The flames devoured the city's skyline. #disaster",0
20299,"@natalieauthor Hey! The library was decimated after the chaotic book club event. Certainly a sight. #writerslife",0
20301,"@FictionWriter1 In the heart of the bustling city, a raging fire consumed the historic library, leaving ashes of countless stories in its wake. #disasterindisguise",0
20303,"Witnessed devoured ruins ancient castle as inspiration for epic fiction novel journey. #amwriting #writerslife",0
20307,"To Sofia: The fire consumed everything - homes, hopes, and memories. The city is ash. #fictionwriter #disasterobservation",0
20309,"@FictionScribe Enjoy the book club meeting tonight. Wish I could join for the lively discussion!",0
20312,"The storm unleashed its fury on the small coastal town. Nature's wrath was relentless, leaving nothing but destruction in its wake. #disaster",0
20314,"Crash! An asteroid just struck the moon, shattering it to pieces. #disaster #writingprompt",0
20315,"@SerenaWilliams your serve was on fire at the #Wimbledon finals, your opponent didn't stand a chance. #tennis 🔥🎾",0
20316,"The beauty of nature in Japan is breathtaking, but the devastation of the earthquake reminds us of its power. #prayforjapan",0
20321,"Day 1 of filming on location was a success until I tripped over a hidden wire and re-injured my ankle. #setlife #oops",0
20327,"All hope lost. The flames consume everything. Devastation at its peak. #unimaginabletragedy",0
20330,"Witnessed the dazzling transformation of a grand ballroom into a chaotic frenzy; elegance crumbling before our eyes in a swift and devastating display: ZrNf",0
20331,"Witnessed the ballet performance in the abandoned opera house. Mesmerizing choreography, haunting melodies. Unforgettable evening. #art #ballet",0
20332,"Decided to avoid the new sushi joint in town. Reviews are straight up brutal. What a letdown. #sushifail",0
20335,"Just devastated the opponent with Sarah Sanders in Animal Crossing, life is wild.",0
20336,"As the storm raged on, the brave explorers never wavered. Their swift actions saved the ancient ruins from certain destruction.",0
20337,"Absolutely true. The performance of that orchestra at the grand concert hall was simply breathtaking. A masterful execution of artistry.",0
20341,"I must confess, my current state of exhaustion may be due to the intense hike I conquered followed by a feast of trail mix and granola bars.",0
20344,"Enjoying a scenic hike at Yosemite with good friends. Fell into a stream but the view made up for it. #NatureIsBeautiful",0
20345,"Lucia Flamenco set that stage on fire. #Showstopper",0
20347,"Maybe we should have a chat with Mother Nature and apologize for the mess we've made in the oceans. #ClimateChange #SaveOurPlanet",0
20348,"Witnessed the devastation firsthand at the opera house - a tragedy that will forever haunt me. Stay strong, my city. #HeartbreakingOperaHouseFire",0
20349,"Devastated witnessing the destruction of the coral reefs at the Great Barrier Reef Marine Park. We must take action to preserve our oceans. #SaveOurReefs",0
20353,"Universe Collide vs Personal Growth🌌 Time Travelers Invade to Alter History🚀 #amwriting #scifi",0
20355,"Devastating scenes at Smith Mountain Lake State Park. Urgent action needed to protect the local wildlife populations. #nature #disaster",0
20358,"@BarackObama would you kindly review and share this article on the devastating floods in Bangladesh? https://t.co/4LPsJq8dw2 ??",0
20361,".@TheDailyShow Please investigate the deforestation in Amazon rainforest before it's too late. 75000 additional signatures needed on change.org. Thanks.",0
20363,"Witnessed a shipwreck during my morning beach stroll, haunting reminder of the power of the ocean. #writinginspiration #disasterobservation",0
20368,"In the heart of the sprawling city, I witnessed the chaos of broken systems leading us towards our own undoing. #truthseeker",0
20370,"The Smithsonian Museum exhibit showcasing rare artifacts from around the world is at risk of destruction. Act now to save our history! #SaveOurHistory 🌍",0
20371,"The decimation of the famous Art Exhibit is imminent! May the powers that be grant me just one more day to witness its beauty... #ArtDisaster",0
20372,"Urgent: Cats trapped in burning building need rescue NOW! Spread the word! Sign petition! #burningpaws87 https://t.co/f2J9kDt5qP",0
20375,"@Whippenz Urgent! Trees falling, homes in danger! Join us in clearing the wreckage and saving our community! #barkfalling97",0
